43.76,-7.85556
43.71472,-7.85056
43.72416,-7.81111
43.72972,-7.79389
43.7475,-7.72445
43.7486,-7.68556
43.73444,-7.51667
43.72639,-7.46361
43.67611,-7.36583
43.67222,-7.36139
43.64583,-7.33778
43.63139,-7.32917
43.59805,-7.29861
43.56528,-7.25389
43.55917,-7.24083
43.565,-7.21139
43.56472,-7.19806
43.55944,-7.04528
43.5575,-7.03861
43.53722,-7.03389
43.4904,-7.04482
43.53972,-7.01917
43.56083,-6.99944
43.57777,-6.94333
43.55833,-6.60083
43.55499,-6.48139
43.55694,-6.34278
43.56944,-6.29583
43.56166,-6.10861
43.56194,-6.095
43.56583,-6.07583
43.59389,-5.94472
43.62333,-5.88333
43.64805,-5.85417
43.61722,-5.77861
43.59416,-5.75833
43.58666,-5.74889
43.54833,-5.69056
43.54388,-5.67778
43.54361,-5.67083
43.54472,-5.64972
43.54527,-5.64195
43.55028,-5.61
43.55222,-5.54889
43.55389,-5.45972
43.5525,-5.39806
43.53388,-5.28861
43.52499,-5.27111
43.51833,-5.25917
43.49555,-5.23444
43.47972,-5.21445
43.47778,-5.2075
43.47805,-5.19417
43.46999,-5.05639
43.46111,-4.98
43.44861,-4.88195
43.42833,-4.76056
43.42305,-4.74694
43.41917,-4.73333
43.40861,-4.65667
43.40666,-4.6375
43.39635,-4.51455
43.40111,-4.50111
43.40167,-4.42472
43.39777,-4.39
43.39055,-4.31556
43.39055,-4.27306
43.39611,-4.22389
43.39777,-4.21278
43.41638,-4.12195
43.4425,-4.05139
43.46777,-3.94472
43.49249,-3.81028
43.49139,-3.79
43.48778,-3.785
43.46999,-3.76639
43.51028,-3.58556
43.50805,-3.55361
43.50583,-3.54611
43.46555,-3.45139
43.41833,-3.32528
43.39694,-3.22472
43.35356,-3.15059
43.3575,-3.02222
43.38333,-3.0025
43.43556,-2.94139
43.43583,-2.92778
43.43278,-2.85639
43.42638,-2.73556
43.39027,-2.56528
43.37861,-2.51389
43.37666,-2.50722
43.36138,-2.48972
43.35638,-2.48556
43.34111,-2.46472
43.33472,-2.45222
43.30583,-2.35417
43.30444,-2.34778
43.2961,-2.29556
43.29111,-2.17028
43.29111,-2.15639
43.29666,-2.12194
43.3325,-1.97472
43.38055,-1.83917
43.39166,-1.79472
43.39222,-1.78778
43.38889,-1.78083
43.35992,-1.78088
43.3425,-1.77695
43.29898,-1.73038
43.30416,-1.71139
43.30778,-1.69278
43.30944,-1.65556
43.28777,-1.50361
43.27305,-1.40889
43.26277,-1.39139
43.25305,-1.38417
43.24722,-1.3825
43.21777,-1.38278
43.20166,-1.385
43.13667,-1.41139
43.1236,-1.42222
43.11639,-1.42944
43.10305,-1.45167
43.10305,-1.45861
43.09583,-1.46889
43.09111,-1.4725
43.08583,-1.47056
43.05666,-1.45
43.05167,-1.44583
43.04556,-1.43444
43.04361,-1.42778
43.03806,-1.39806
43.03166,-1.36028
43.03472,-1.34667
43.03916,-1.34306
43.07166,-1.30028
43.04583,-1.20056
43.00639,-1.07278
42.97611,-0.99361
42.95583,-0.94639
42.9525,-0.93417
42.94611,-0.81861
42.9525,-0.79056
42.95694,-0.78695
42.96472,-0.76694
42.96611,-0.76
42.96555,-0.74667
42.96111,-0.74278
42.93722,-0.72417
42.92249,-0.72278
42.91895,-0.72332
42.90916,-0.73278
42.90444,-0.73389
42.89916,-0.73194
42.89139,-0.72389
42.88667,-0.71889
42.8825,-0.71278
42.78139,-0.56222
42.77861,-0.54944
42.79639,-0.39194
42.82666,-0.32361
42.83111,-0.31778
42.83583,-0.315
42.84838,-0.30874
42.84416,-0.30556
42.83944,-0.30083
42.8175,-0.2625
42.79417,-0.20556
42.78444,-0.18
42.77666,-0.15194
42.7575,-0.12361
42.71583,-0.06306
42.70916,-0.06083
42.70333,-0.06194
42.69778,-0.06194
42.69416,-0.05722
42.69194,-0.05056
42.685,-0.00556
42.68544,0
42.68694,0.00833
42.70944,0.11194
42.73333,0.17222
42.73528,0.17861
42.73472,0.18639
42.7175,0.26194
42.70777,0.26972
42.7025,0.2725
42.68666,0.43278
42.69138,0.50167
42.69583,0.56
42.695,0.59556
42.69194,0.66167
42.68848,0.67551
42.69333,0.68
42.70805,0.68306
42.71305,0.68389
42.72944,0.68139
42.74806,0.66806
42.75417,0.65556
42.785,0.65194
42.83917,0.66778
42.85361,0.69278
42.8586,0.71222
42.85916,0.72
42.83305,0.82361
42.81305,0.89694
42.78527,1.085
42.78444,1.09167
42.76861,1.12111
42.76083,1.13222
42.75305,1.14
42.74166,1.14083
42.73694,1.13778
42.73194,1.14083
42.72778,1.14472
42.72361,1.15083
42.70972,1.17389
42.715,1.32167
42.71999,1.32833
42.71527,1.35917
42.68833,1.39028
42.65083,1.41722
42.60194,1.44583
42.57639,1.43444
42.54583,1.42139
42.49333,1.42417
42.45083,1.44833
42.44167,1.45472
42.43639,1.51222
42.4361,1.53333
42.43722,1.54167
42.46777,1.65444
42.50305,1.71889
42.50944,1.72361
42.48833,1.78
42.46999,1.85139
42.44694,1.90639
42.41083,1.95917
42.38416,1.96889
42.37472,1.97667
42.35722,2.00472
42.35305,2.01722
42.35222,2.02389
42.35694,2.06222
42.36417,2.09361
42.38333,2.11694
42.39333,2.12306
42.39833,2.12417
42.40805,2.12917
42.41722,2.13778
42.42139,2.15139
42.43666,2.2625
42.43722,2.26917
42.43429,2.28053
42.41805,2.33222
42.38055,2.43889
42.37639,2.44278
42.35333,2.46972
42.34305,2.48472
42.33333,2.52583
42.3325,2.54194
42.34194,2.66639
42.35722,2.67444
42.37944,2.65694
42.38444,2.65722
42.40167,2.67833
42.41944,2.72472
42.48055,2.95
42.47472,3.04528
42.46972,3.04778
42.45972,3.04944
42.43944,3.07583
42.42999,3.09222
42.42916,3.10611
42.43333,3.15833
42.43681,3.17766
42.42611,3.16917
42.3825,3.15917
42.37888,3.15917
42.36194,3.16611
42.3575,3.17083
42.34499,3.18944
42.34222,3.19389
42.34083,3.19833
42.3425,3.2025
42.34611,3.2025
42.34833,3.20667
42.34944,3.21806
42.34972,3.23417
42.34444,3.26639
42.325,3.31722
42.32139,3.31917
42.31777,3.31778
42.26778,3.28667
42.25805,3.27972
42.24333,3.26639
42.24083,3.26278
42.2325,3.21861
42.23499,3.20889
42.24139,3.19667
42.25194,3.185
42.25583,3.18222
42.25916,3.17833
42.26305,3.16444
42.2625,3.15861
42.26138,3.15361
42.25361,3.14222
42.22888,3.11972
42.22138,3.11639
42.21417,3.11444
42.19666,3.11083
42.19222,3.11028
42.15194,3.11444
42.13694,3.11972
42.11833,3.13389
42.11583,3.14333
42.11666,3.14806
42.11556,3.16222
42.11444,3.16694
42.10722,3.17944
42.10111,3.185
42.07194,3.20889
42.0611,3.21333
41.94694,3.22056
41.89278,3.20167
41.86749,3.17528
41.84861,3.12361
41.77305,3.01194
41.72472,2.94639
41.71999,2.93944
41.71583,2.93194
41.6275,2.7175
